LastName*,FirstName*,Age*,Kids*,Married,SocialSecurityNum*
TREVINO,EMANUEL,050,02,1,258248649
HORTON,CATRINA,078,03,0,189262615
BARNES,NYLA,057,03,0,833295450
CLARK,BASIL,011,01,1,405593948
HOLT,EVELYNE,039,03,1,717325907
ABBOTT,KENNETH,049,01,1,078995028
TERRY,CARYLON,027,00,0,544417299
BROWNING,CAROYLN,003,02,1,137840086
GOOD,LUZ,043,00,1,432703981
HAYES,JOHANNE,006,01,1,175993615
RICHARDS,JEFFEREY,056,01,1,155866235
MONTGOMERY,ELLI,081,01,0,133184994
REED,LASHELL,060,01,0,033599353
TAPIA,JOLIE,022,02,1,305672257
MARKS,HENRIETTE,109,03,0,100047318
EDWARDS,TALITHA,070,00,0,313327674
CHEN,HILMA,025,01,1,584038173
TERRY,QUINN,012,02,1,231267557
ALVARADO,ROSS,077,02,0,232547818
PETERSEN,PETER,006,02,0,511129398
MASSEY,WAI,035,01,1,110635430
CARROLL,STEFANI,021,01,0,142796160
FUENTES,GEORGENE,056,00,1,436459840
WALTER,ALMEDA,045,02,0,424071591
CALDWELL,BOBETTE,002,03,1,020543798
BARTLETT,GERALDO,030,01,0,301440750
BLACKWELL,DEANNE,059,02,0,028119728
WILEY,KETURAH,046,05,1,034857788
HANSON,DESPINA,035,03,0,048942787
ADKINS,ELIZABETH,049,02,1,733917086
LOGAN,DEANA,010,03,0,047134111
MCINTOSH,FRED,035,02,0,423109736
JACOBSON,LEAN,022,02,0,397522458
CONWAY,RIKKI,050,02,1,324215927
DODSON,THERSA,059,03,1,202353229
CASEY,ANNITA,038,02,1,508628492
GUERRA,MARIELA,028,02,0,494208064
SANFORD,DEANA,020,00,0,171372409
TREVINO,RONDA,052,01,0,311676095
CRAWFORD,FLETCHER,036,02,1,091118949
FAULKNER,MILAGRO,005,01,1,315127646
MCBRIDE,SVETLANA,002,02,0,735740483
ESPINOZA,SHANNON,032,01,0,063691490
MORROW,MALIK,023,02,0,096807321
OROZCO,ADELA,034,03,0,359256838
SIMON,BERNA,021,00,1,467315713
SANTOS,TWYLA,026,02,1,267074162
MERCADO,LUCIEN,025,03,1,040973993
BEARD,CHARLOTTE,040,00,1,983050480
FISHER,PAM,003,03,1,390773357
ELLIS,ZENA,053,06,0,101797963
OROZCO,JAMIE,035,02,1,058810233
BLACK,LEONA,103,03,0,125965445
TAPIA,JESSIE,055,00,0,786129402
TERRY,YANIRA,070,01,1,427021056
FLETCHER,MOSHE,037,02,1,549420479
DUNCAN,KASEY,002,03,0,008134728
BRYANT,MAMMIE,026,02,0,249614396
SERRANO,JA,030,01,1,035255164
SCHWARTZ,ROSAURA,053,01,1,281490288
GOOD,TIM,038,03,1,045490587
MAYO,DEB,055,02,1,034185803
CHAMBERS,JEANELLE,016,01,0,148108015
MEYER,GLYNIS,075,02,0,075438904
VELAZQUEZ,DAYLE,036,00,1,033049951
WELLS,EMELINA,038,02,0,634737705
MORROW,LESHA,007,02,1,098731739
ESCOBAR,THERESSA,061,00,1,117745480
SIMPSON,DANNIE,053,00,0,096475650
ROCHA,BRANDIE,009,00,0,430364318
COOPER,JENNI,039,00,0,053157857
DOWNS,ZANE,002,00,0,908577672
SHEPARD,DUSTY,006,02,1,238077534
ASHLEY,TERRESA,047,03,0,011510509
COLLIER,TRINH,036,01,1,368228518
AYERS,JOSETTE,019,00,1,423918157
LEVINE,LAVON,026,01,1,465033745
HAMILTON,ELYSE,039,02,0,107890073
HARPER,ALFONSO,054,00,0,080273732
BREWER,CALEB,014,01,1,097039112
KRAUSE,JAKE,034,00,0,021510862
BROWNING,TERESSA,001,01,0,117406610
HORNE,CHONG,027,00,1,441172478
HARRINGTON,CHARLEEN,032,00,1,311267839
DUNCAN,MICHA,019,02,0,570719854
HAYS,DELORSE,025,02,1,160142021
GILL,ARLETHA,067,00,0,177603120
STRONG,NIDA,048,00,1,531609025
DENNIS,COURTNEY,025,03,0,184061673
BIRD,LAWANA,025,03,1,013745380
ARNOLD,NATACHA,002,03,1,009592390
MADDOX,NOEL,007,02,1,796604192
DELEON,REX,013,02,0,750515689
HOWARD,ASHLY,044,06,0,431050904
FLETCHER,FRANCINE,018,02,1,387341800
MOONEY,SHONDA,034,00,1,015878392
MCBRIDE,MILDA,047,01,1,438346856
DANIELS,LUISA,047,03,1,061149248
AGUIRRE,FREDERICK,029,04,0,008227091
MOSS,CARMELITA,015,00,1,338314355
HOLT,EVELYN,030,03,0,298454724
MEJIA,GARNET,024,03,0,109265153
BLACK,ANNMARIE,032,00,1,463784705
BURGESS,KEENA,047,01,1,211301089
FAULKNER,JAQUELYN,041,00,0,268158590
NASH,MARCOS,003,02,1,600754622
ANTHONY,PETER,057,02,1,612435276
WEBB,JALISA,055,03,0,054133259
NEWMAN,SHELA,022,00,1,003069718
BARKER,VETA,039,03,1,414302435
KHAN,CONCHA,004,00,0,028399162
CURRY,ELEANORE,061,03,0,508537425
NIELSEN,NIKKI,062,00,0,260841362
BARTON,MARNI,029,02,0,069161286
TATE,ELIAS,026,00,0,329610041
JENSEN,JANYCE,040,01,0,109402893
KERR,GENE,045,00,0,009315285
WEAVER,AUGUSTA,075,01,1,116140899
HUFFMAN,LATOYA,100,03,0,999066147
OBRIEN,ROSSANA,056,00,0,535961093
GILBERT,SHIRA,015,01,1,288695420
SIMS,DEL,016,03,0,415878928
CRUZ,SHELLEY,039,01,0,273365867
HUTCHINSON,SHANTELL,005,02,1,020522917
FARMER,CAREY,013,02,1,717610746
RHODES,YUETTE,017,01,1,660037990
HOPKINS,ALLINE,034,03,1,159541758
SANDOVAL,MACHELLE,028,00,0,142986536
HURLEY,NATHANAEL,047,00,0,377060262
COOLEY,WILMER,008,00,0,461252145
MUNOZ,RICARDO,024,00,0,091719195
WEBSTER,COLBY,003,02,1,779624747
HICKMAN,NICKIE,007,00,1,099829863
DRAKE,TWANDA,021,01,0,035296263
SCHULTZ,VALLIE,042,03,0,421256049
GARRISON,MONNIE,022,01,0,235150233
KING,CHUNG,036,03,0,035842216
PAUL,MARCELLUS,073,01,1,099017124
CLARK,NETTIE,056,04,0,408766221
GLENN,JESUSITA,035,01,0,007024300
JENSEN,RANDA,026,03,0,617418134
RICHMOND,SADYE,054,02,0,088619842
BENJAMIN,DOMITILA,060,03,0,651772136
PITTMAN,CARLETTA,024,03,0,055526029
WYATT,TAI,002,00,0,068488670
HAWKINS,REYNA,060,00,0,535827533
PHILLIPS,ANABEL,027,00,1,019084321
CONNER,MARIAM,029,02,0,339910264
WASHINGTON,ILA,049,01,1,062838321
SOLIS,SIGNE,027,03,1,023858369
DUNLAP,MARITZA,023,01,1,170180817
FARMER,SHANEL,031,03,0,104885788
REESE,SHAD,058,00,0,080783064
PRATT,DENITA,031,01,1,095934343
ASHLEY,MAGAN,033,01,0,108765854
CUMMINGS,GRANT,046,00,1,476253408
HUNT,KARLA,057,00,1,001230516
BURNETT,TORY,022,02,1,084334945
WALLS,MAGNOLIA,033,02,0,083117008
STUART,JANELL,016,01,0,120110665
TERRY,LUCILE,049,02,1,499728287
BRENNAN,PALMIRA,051,01,1,077319194
NORTON,KATHEY,056,03,1,215367537
COSTA,MICHA,032,02,1,133655242
SALAZAR,SHIZUKO,059,03,0,056231286
BARKER,IRINA,021,00,1,450856294
BLAKE,ALISSA,037,03,0,159330333
VELASQUEZ,JOANA,004,03,1,112416323
CAREY,EDRA,029,03,1,081665468
MAY,ORETHA,042,03,0,172110294
DYER,SHERISE,041,00,1,202195740
MILLS,JOIE,020,08,0,046172987
MADDOX,TOI,059,00,1,554269085
LOZANO,BEULA,057,00,1,429150114
CARSON,RETHA,001,02,0,325812413
BOWERS,KELVIN,053,01,0,469965106
GROSS,WESLEY,053,02,1,236935178
ANDERSON,BETTINA,056,01,1,217046415
SNOW,LORENZO,016,02,1,312313411
NORTON,MARILOU,107,02,0,112649294
LOPEZ,LOUELLA,022,01,1,103142978
PATRICK,BERNETTA,052,02,1,343480455
REEVES,SEE,058,00,1,062752965
KEY,APRYL,030,00,1,366905025
RAMSEY,MEGGAN,056,01,0,017921804
KENT,JEAN,004,02,0,227076338
BLACK,ROSELINE,030,01,0,047611118
HAYDEN,YASMIN,010,00,0,567156751
HOWELL,JEREMIAH,023,01,0,162708997
RHODES,LATORIA,044,00,1,195670781
BRAUN,CANDIDA,028,00,1,572779518
LYNCH,ANTONIO,052,01,0,449393434
HOGAN,RANDA,033,03,0,001337119
OCONNOR,CLEO,064,02,0,274897615
RAY,VALERY,030,00,1,749948406
ADAMS,LENARD,054,00,1,944064966
OLSON,HERSHEL,003,02,1,047144509
COLLIER,JONATHAN,037,02,0,548856370
SLOAN,SHANTI,059,02,0,552413306
CUMMINGS,SHANEL,052,03,0,327457497
MCCALL,TAWNA,030,03,0,086980855
LEVY,ELLIE,044,04,0,463714871
BELTRAN,ELNA,049,01,0,051611319
HOLLOWAY,CONCHITA,051,02,1,837939832
ROWLAND,YOKO,046,09,0,274477224
LIVINGSTON,RICHARD,012,00,0,747442814
CARPENTER,SUNNY,045,00,0,073014894
BENTON,MARLIN,056,02,0,182536543
KIRK,MARYANN,038,03,0,143933233
STRONG,SHENIKA,046,01,0,413882654
GARDNER,CAROLA,003,03,1,878385330
PORTER,YEVETTE,007,00,0,858014449
MURRAY,NERISSA,019,00,1,557880606
BARNES,FLORIDA,048,03,1,109484153
ENGLISH,TESSA,032,03,0,145528844
NOVAK,ODELL,007,02,0,063255540
GONZALEZ,TAMIE,002,01,1,259357132
STONE,GENEVIEVE,055,03,0,241894406
BLAKE,REBBECA,052,02,0,198283594
CUMMINGS,DARYL,011,02,0,176464793
KNIGHT,HOLLY,055,02,0,019789223
CURRY,BIRGIT,041,01,0,432573547
DOMINGUEZ,NOHEMI,052,00,1,442410150
SMITH,SANA,032,03,0,507834743
MOORE,SVETLANA,038,01,1,569082239
MAY,ADELIA,047,02,0,058199826
DONOVAN,SON,013,00,1,301752862
ORTEGA,LAURINE,056,01,0,289296191
BAUTISTA,WYATT,009,01,0,626763529
NICHOLS,CARMINE,033,02,0,086642531
MAY,TOMMIE,015,03,1,234194300
IRWIN,ELVINA,052,00,1,229080268
HOOD,AUDRY,020,03,0,075316485
SOLOMON,TRISHA,053,00,1,245317429
SHAW,STEPHNIE,007,01,1,130716835
HEATH,KELI,023,01,0,340074131
BROOKS,BRODERICK,004,03,0,034525288
MIRANDA,VANESA,059,01,0,087758939
PERRY,JERE,029,03,1,632506864
GOMEZ,ISELA,010,01,1,541937547
COMPTON,CLEMENCIA,115,01,0,023549264
CRAIG,JESSIE,042,00,1,301403798
THOMPSON,LEANNE,001,03,1,756497079
RAMSEY,HELAINE,007,02,0,004104935
BRIGHT,JARRED,031,00,1,170799872
STRONG,ANGELE,032,03,0,015980565
MORAN,CESAR,047,02,1,437571097
MCCONNELL,REBECKA,078,00,1,103912776
MCCARTY,TRESA,048,01,1,057842546
WALTERS,REBECCA,049,02,1,099534452
BURKE,KAI,023,01,1,364578456
NASH,JENIFER,014,03,1,073164377
LYONS,AGATHA,005,02,1,144590651
RHODES,JOSIAH,020,03,0,040445157
COLLINS,JAIMIE,100,03,1,102550353
RIVERS,PHUNG,013,02,1,028242397
FARLEY,BETSEY,026,03,1,267310379
CROSS,DORI,080,07,0,103134948
JONES,JOHNIE,015,03,0,079491816
MICHAEL,CHIN,054,01,1,367880676
CARR,ORETHA,050,02,0,082252426
SEXTON,SILVA,020,01,0,303573213
LYNCH,SYREETA,064,03,1,436185796
FREY,REFUGIO,059,00,1,041308723
PRATT,BEBE,051,00,0,013378224
FOSTER,PIPER,024,00,0,010467489
VILLANUEVA,LATASHA,005,02,0,014868926
ROBINSON,INGE,017,02,1,067015042
BAXTER,ROBBI,002,03,1,347986743
JEFFERSON,ELMER,050,02,0,058848846
COBB,JOELLA,039,03,1,541589089
GILL,ROBERTO,017,02,0,438701885
SWEENEY,CHARLES,058,03,0,070478225
MAYER,DOMINIQUE,027,03,1,453694133
GRAHAM,TIFANY,031,01,0,248768854
JOYCE,NORAH,003,01,0,075039315
JEFFERSON,MELLIE,059,03,0,084243513
GONZALES,PIPER,043,03,0,362449559
HATFIELD,ZANE,031,02,1,247350512
BEARD,LILA,009,02,0,463513557
MCMILLAN,PING,042,02,1,549173007
WEBSTER,THUY,028,03,0,383560277
ARMSTRONG,YOSHIKO,024,01,1,011494446
POPE,HANNAH,008,02,0,266062508
WISE,GAVIN,059,00,1,652983472
FITZPATRICK,LUCIENNE,075,01,1,093856328
MORSE,MYRIAM,060,02,1,138715356
SHERMAN,REX,023,00,1,341974521
SHAFFER,BRITTENY,021,01,0,714813729
HART,MATHA,070,03,1,119245666
MILLER,LORITA,024,09,1,343209254
CLAYTON,JOLIE,017,00,1,520670831
LAMB,MAY,060,00,1,281292319
CHAVEZ,ROSENDO,049,02,0,073370349
RICH,JENNIFER,059,02,1,618715167
FARMER,HARLAND,046,00,0,215397654
STARK,TASIA,036,02,1,081694791
FRY,CARY,107,02,0,059877938
VELASQUEZ,CARLY,030,02,0,099504459
WHITEHEAD,ANDREW,026,00,1,650766576
GREGORY,MATT,047,02,1,091512596
DUFFY,MELIDA,009,00,0,419371625
RAMSEY,RUFINA,053,02,0,018023654
CAMACHO,MARVA,023,00,1,135599433
MULLEN,MURRAY,027,03,0,254424433
MOODY,TANEKA,053,01,0,032044442
HOWARD,LAURENE,037,00,1,135825356
POLLARD,VIRGIE,009,02,0,131323590
DORSEY,LATINA,054,01,0,020365823
MILES,DELORA,029,03,0,308177199
REILLY,VALENTINE,032,01,1,077689875
KRAMER,LIVIA,017,01,1,152402877
KAUFMAN,BEVERLY,019,03,0,115078835
KOCH,LOTTIE,055,00,0,080477273
KAISER,MARIANNA,028,03,1,005460715
BOWEN,BELIA,025,03,0,004543128
MACIAS,PASQUALE,073,02,0,291164088
KIDD,NIESHA,017,01,1,176127665
STEELE,AILEEN,060,02,1,003475750
DUDLEY,ELINOR,003,02,0,199763505
MAYS,GEORGIANA,063,03,1,104938348
MOSS,STACEY,021,00,1,240319067
MARSHALL,DEBBIE,035,03,0,302989558
HALE,GEORGENE,025,02,0,412929443
BURGESS,KETURAH,080,01,0,849318777
BUTLER,LIEN,057,00,0,134825934
WONG,ANDREA,050,00,1,091758885
VINCENT,ROXANNE,008,01,0,422882800
STEIN,LIANNE,036,03,0,145582853
FIGUEROA,NERISSA,009,01,0,590787173
NEWTON,CRUZ,010,00,0,548398422
DOYLE,LADONNA,050,02,1,240418879
SCHMIDT,AUGUSTUS,016,02,1,594005948
FITZPATRICK,ELMO,044,00,0,005565342
BUSH,ARNULFO,017,04,1,634509904
HALL,CALVIN,054,00,0,735624964
CLARKE,MISS,045,06,1,091551443
MCDONALD,DALIA,009,02,0,070081089
FITZPATRICK,PAT,064,01,1,351215427
RILEY,SUZIE,017,03,1,312297637
MURRAY,JERRI,065,02,1,019635673
WEBER,MOIRA,031,01,0,577734724
SILVA,KARYN,042,03,0,095686642
CROSS,SHERRELL,048,00,1,338786128
SOLOMON,ELLI,017,03,0,097050792
WILSON,DELOISE,045,03,1,080705578
HARRELL,IVORY,015,01,0,818740426
ROSALES,CHRISTENA,038,03,0,574747684
OCHOA,KATLYN,005,00,0,458521627
STUART,ESTHER,046,02,1,036433277
VAUGHAN,LATORIA,057,02,0,049535209
SHIELDS,COLLIN,010,00,1,000792103
WHEELER,SID,020,03,1,187891768
BREWER,VENA,077,02,0,129134187
WEAVER,BRENNA,012,06,1,017735710
JENNINGS,BRIGETTE,056,01,0,160460513
HESS,BERT,035,06,1,027907706
DRAKE,ASHELY,074,00,1,162359931
LEVY,DANETTE,056,03,0,713255638
BEARD,DAN,008,02,1,673792977
STANTON,FAWN,030,00,0,002937557
FRYE,EMELDA,012,00,0,052658908
HIGGINS,KIA,015,00,0,001267561
LEACH,ROYAL,029,01,1,125479032
HUDSON,RESSIE,014,02,0,060641154
COX,ROSITA,050,03,1,051122720
PECK,IZOLA,090,02,1,482214906
HULL,PHUNG,014,01,0,514833592
ROMERO,WADE,027,03,0,018002944
WYATT,JERRIE,028,02,1,189356475
BROCK,ADELAIDA,027,03,1,360960653
HARTMAN,SUNNI,020,03,0,493084556
MITCHELL,SHAQUANA,049,03,0,137374637
SCHROEDER,TOMAS,045,01,1,141878618
DENNIS,CAMMY,077,00,1,259612956
FOLEY,KEVEN,029,00,1,125625939
NEWTON,AMI,069,03,1,061702322
CROSS,DERICK,054,01,1,071498736
BAUER,ELKE,015,00,1,530324056
MAY,TAMRA,040,02,1,008697127
WELCH,NORINE,012,00,0,586491496
CHANEY,HULDA,009,01,0,323306422
JACKSON,NANA,021,03,1,206362655
HESTER,AMPARO,004,01,1,227060952
JACKSON,ETHEL,055,00,0,021039784
BRYAN,BETH,042,00,0,405079961
HUMPHREY,IZOLA,027,00,1,318437434
MORALES,KRYSTIN,028,03,1,056972595
RUSSELL,ASHTON,057,01,0,097902127
FREEMAN,HORACE,046,02,0,012428223
STUART,RANDI,032,03,0,188316467
BROWNING,SHAREN,050,00,0,154572915
VELASQUEZ,GUILLERMO,022,06,0,070734059
PERKINS,REFUGIA,032,01,0,252380778
SCHULTZ,SHARRON,021,01,1,512140962
ELLIS,SHELA,069,03,1,043583514
WHITE,WILFREDO,043,04,0,021161707
BRADSHAW,MILAGRO,042,01,1,272638278
BURKE,LUCIE,024,02,1,817436156
HOUSTON,SANDEE,023,01,0,730849973
STEPHENSON,DEANDRE,047,01,0,433291176
MCCARTHY,LOUISA,010,03,0,394998306
AVERY,KATHERN,047,01,0,094905494
CLARK,VIVIAN,006,01,0,286412941
PATTERSON,FRANKIE,033,03,1,612062371
HENDERSON,MARRY,027,01,0,065411845
STEVENSON,RAYMON,043,01,1,180095141
VALENTINE,LETTY,003,02,0,126305367
WEBB,LYLE,050,00,0,615140613
PERRY,JAMILA,055,02,0,040656863
HERRING,ANASTACIA,023,00,1,632584346
OLSON,VITO,030,00,1,139788298
BENJAMIN,GREGORIO,062,02,1,292343605
STUART,JERAMY,009,03,0,094626981
HARMON,LOUELLA,011,03,0,497543957
HAYNES,KRYSTYNA,016,00,1,604700677
GUZMAN,MARIBETH,045,01,1,031822944
RAMOS,EVERETT,044,00,0,075840288
HOLLOWAY,LEO,036,01,0,035161910
OBRIEN,KASHA,004,03,0,132594966
HAMPTON,TAYLOR,055,01,0,564961787
NICHOLS,ARCELIA,046,01,0,007664246
POLLARD,KATHY,066,01,0,256686414
MARKS,MARYA,115,03,1,573453035
BLEVINS,BELLE,059,07,0,527606492
MCMAHON,CARYLON,051,00,0,164967454
MCMAHON,LARRAINE,032,02,1,479681446
FINLEY,CHARLENA,080,01,1,199979768
MANN,TORRIE,050,03,0,362182988
SUAREZ,HONEY,020,03,0,382447890
GRAVES,ELEANORE,049,03,0,806397481
ODOM,ELIZEBETH,045,02,1,495788610
BENJAMIN,RUTHE,014,03,1,212777324
HICKMAN,ANNITA,053,00,1,180444118
LIVINGSTON,GLADYS,047,02,0,304880237
FOX,JOSIAH,042,01,0,179954961
COMPTON,MARGARITA,014,01,1,181349395
LIU,MICHELL,038,05,1,052055105
WILKINS,LEO,047,03,1,278828995
MILLER,MARAGRET,056,02,1,215807552
FLYNN,HATTIE,014,01,1,410690985
VALDEZ,GENE,042,01,1,081206235
VANG,LAKESHIA,012,00,0,413166665
BUCK,BLAINE,073,01,0,125019547
HARTMAN,LEZLIE,044,01,1,947365700
BAKER,HEATH,027,00,0,318165298
CAREY,CARROL,014,02,1,305198070
MERCER,ENRIQUETA,057,01,1,695995608
BERGER,WINTER,058,02,1,155705712
MCLAUGHLIN,VANNESSA,077,03,0,167166572
HARDIN,AILEEN,043,03,0,314600330
BLACK,ESTHER,061,01,0,167964990
MCGUIRE,ISABEL,055,01,0,223133356
SAVAGE,LUISE,039,03,1,113392958
SCOTT,KANDACE,013,00,0,016083323
COCHRAN,AMMIE,053,02,0,016357420
HOOPER,JORDAN,033,02,0,028702520
MALDONADO,WILLIAM,029,02,0,027456634
WATERS,MALINDA,012,01,0,230759535
CHANG,BENEDICT,070,02,1,435350699
PHELPS,BONITA,022,02,0,172321073
WILLIAMS,CAMERON,040,03,1,388035274
GARCIA,REBEKAH,007,02,0,010864824
MATHIS,VALENTINE,042,00,1,378251789
WOOD,DANNIE,114,02,1,718797028
HAMMOND,HWA,055,03,1,366721617
SOTO,ALVA,009,01,0,950270812
CHAVEZ,WALKER,052,00,0,453129581
CLARK,LETA,060,00,1,097657764
SHELTON,ARNOLDO,054,02,0,065755449
AYERS,JOAN,047,03,1,016232557
LINDSEY,PAULENE,034,03,0,014103321
SANTANA,AMBER,042,03,0,725169012
MCKENZIE,TOCCARA,059,02,1,019715688
PONCE,MALORIE,002,00,1,134885107
PATRICK,ADELL,019,02,1,567365101
GOODWIN,CHRISTENE,032,00,0,091787668
KELLY,MILLY,002,09,1,322167215
KEY,MADIE,008,00,0,251397215
RIDDLE,ROBBIN,055,03,1,562798931
MEADOWS,NICOL,055,00,1,320524539
LARSON,MARCUS,057,01,0,056510247
WINTERS,DEMETRIUS,042,01,0,122522167
GIBSON,JOHNNY,050,00,1,261817386
CLAY,AUBREY,003,00,0,565404262
GARCIA,MAGALY,037,00,0,291705016
COOKE,EUSTOLIA,056,01,1,391023518
MEZA,AHMAD,058,01,1,200707661
CHAVEZ,JETTA,026,02,1,171002189
GAY,JEANIE,029,01,0,174880935
TURNER,DORIE,064,02,1,242270684
MCDONALD,ASHTON,015,09,1,148118231
MELTON,ANNE,040,02,1,094934135
CANTU,SOPHIA,017,02,1,016569505
MCGRATH,ALONA,046,02,1,048971425
LUCERO,JAE,039,03,0,050817016
MCCONNELL,LARAINE,037,03,1,281549182
OSBORN,DREW,022,05,1,596957353
YANG,CHERRI,013,03,1,062351752
MARTIN,ROSELLE,067,00,1,708185745
OCONNOR,CORRINNE,009,02,0,390495980
LEVINE,YASUKO,027,00,0,033016343
KENT,MAYRA,058,02,0,141560220
KERR,SHERILYN,018,03,0,633522937
SHORT,ALYSHA,008,03,1,196189814
SWEENEY,EVANGELINA,005,01,0,873792594
ROSARIO,JEFFRY,054,02,0,089338541
WHITEHEAD,EDISON,058,03,1,717395192
MARTIN,ROCHEL,053,01,1,014866011
WISE,OTILIA,027,02,0,006302541
DOYLE,EDWARD,011,03,1,473884066
LITTLE,WHITNEY,040,00,1,108307815
MOONEY,SHELDON,043,01,1,085408685
REEVES,KELVIN,010,00,1,272601545
WATKINS,KIMIKO,040,00,0,187719853
MAY,VAUGHN,011,03,1,372691523
ERICKSON,BERYL,025,03,0,386957096
LOWE,ANGELITA,029,01,1,737408443
RYAN,DANIELE,037,02,1,024051436
CARNEY,MCKENZIE,058,02,1,404459086
GAMBLE,JUSTIN,031,00,0,333785786
HARDIN,ROYAL,042,01,0,021466067
ROBLES,ELAINA,033,02,0,009497184
LUNA,DEENA,045,03,0,334224253
COMBS,NAPOLEON,034,01,1,201540268
WU,JAMES,050,00,1,286937027
JENNINGS,ELSY,017,01,1,042840783
VASQUEZ,KAY,035,03,1,178651817
LLOYD,CASSEY,051,02,1,120896059
BEARD,ROMEO,013,02,0,052343018
SMITH,ROSALINDA,015,02,1,673904529
WHITEHEAD,MARYELLEN,058,00,0,486345170
SIMS,GARNETT,052,03,0,748771914
VELASQUEZ,MARIELA,022,02,0,455940460
BOWMAN,RASHEEDA,015,00,1,376446780
GILES,MARIAN,047,01,1,317282758
TOWNSEND,DIEGO,035,03,0,067670161
HUNT,MAI,112,00,0,382090778
CARRILLO,CHUNG,015,01,1,198134403
FREY,SHELLI,001,00,1,298930582
LEE,ZENAIDA,003,03,1,332590251
DUNCAN,KRYSTINA,001,02,1,183336341
PRINCE,ROY,036,00,1,693303370
LAMBERT,GLENDA,007,03,0,130329854
VEGA,ROSS,038,00,1,840653830
MARSHALL,AFTON,080,03,1,200314760
ORTIZ,TRAN,049,03,0,497038291
OLSON,ZACK,030,03,1,217792392
BELTRAN,CLYDE,042,01,0,158486884
HARVEY,TOMOKO,024,02,0,051440601
ROBLES,MICA,044,01,1,084304915
POTTER,PEGGIE,086,05,1,564056681
COWAN,AMBROSE,007,01,1,797477102
HAMILTON,MARCELINO,076,03,0,782593800
MICHAEL,ISABELLE,023,03,0,069183292
MCCORMICK,LORITA,031,03,0,041462468
ARROYO,HSIU,002,03,1,055086174
OROZCO,MAGGIE,036,03,0,372488730
STOUT,YOLONDA,001,03,1,154805848
MORRIS,ELVA,017,03,0,162375634
TORRES,CIRA,030,01,0,341161034
RODRIGUEZ,MARCELINO,005,02,1,061858797
DANIELS,MIRIAN,055,01,1,239739537
ARNOLD,CORDIA,010,02,0,008336304
MORALES,ALDO,011,00,0,634555406
LITTLE,IONA,049,01,0,010975973
COWAN,CRISELDA,001,01,1,010008736
WILSON,MI,009,05,0,385181776
BARTLETT,SUZY,053,03,1,424459827
GAMBLE,ZETTA,019,01,1,008456093
ALI,KASSIE,021,00,0,366005270
FREDERICK,EVERETT,037,03,0,070056635
CHUNG,CHRIS,039,01,0,584302750
COOKE,CHERELLE,021,03,1,112168126
TRAVIS,DANIEL,036,09,0,010688730
TORRES,ANTIONE,048,00,1,057966781
MORTON,CHARLES,034,01,1,777435307
CRUZ,LISABETH,015,05,0,274070156
RIVAS,BELEN,057,01,0,004490141
GALVAN,JONA,037,00,0,213170427
ROSARIO,TRESSA,055,00,1,525025151
QUINN,SHIZUKO,042,01,0,327583325
NAVARRO,MONTE,033,01,1,196930234
MAYNARD,KELLIE,002,03,0,419780492
SANCHEZ,FLORINE,005,02,1,828055805
MCFARLAND,KENDALL,045,00,0,129186125
LAM,LEOTA,053,02,0,218121595
DOUGLAS,HALINA,007,00,0,243539463
SPEARS,SHA,057,01,1,530586708
WYATT,BRITNEY,066,01,1,253402577
PORTER,ANNICE,041,00,0,040218105
SHAFFER,CELINE,034,02,1,323764935
GRAHAM,ROXANNE,025,01,1,145017604
CORTEZ,RAYMONDE,020,00,1,544321866
DODSON,KAYCEE,026,02,1,932637246
STANLEY,WINTER,003,01,0,710073616
MCCANN,TATUM,081,02,0,011103674
ELLIS,LAQUANDA,050,02,1,467042900
SHORT,ELLY,001,01,1,004807714
BRIGHT,JEANA,059,02,0,230344957
YOUNG,PALMIRA,039,01,0,498202833
ACOSTA,DARRYL,010,01,0,019482231
CASTANEDA,JOLIE,053,00,0,040122047
WATERS,TOSHIKO,046,03,0,987125871
KNAPP,CHRISTOPHER,022,01,0,844800153
CONWAY,JESSIKA,030,00,1,445623097
WELCH,ODESSA,010,03,1,007671490
MEJIA,DELBERT,011,02,0,661615482
PETTY,DOLORES,002,01,0,332068895
WRIGHT,TIFFANY,002,01,0,365882505
BARRERA,ZINA,029,01,1,279299351
DAVIES,CHARLOTT,009,00,1,250929793
COHEN,TERRELL,032,02,0,932770747
FORBES,DOLORES,022,03,1,506828688
HART,RAMONA,034,02,0,355872929
MCINTYRE,HANS,036,03,1,161321320
HESS,MILAGRO,016,00,1,420319850
BOYER,JORDAN,014,03,1,475346629
WU,OK,058,02,0,632321840
MICHAEL,SHAROLYN,017,03,0,874416959
MIRANDA,FE,019,01,0,026759829
CHASE,ENA,028,01,0,243130229
HOLMES,ERA,006,00,0,459058725
NICHOLSON,KARYL,041,01,0,161060654
MITCHELL,ARLEAN,021,02,0,005261250
ROBERSON,FELIX,038,01,0,226987547
ROSALES,MAVIS,053,03,1,617639514
SANFORD,RIGOBERTO,038,01,1,287505294
HAMILTON,SHIRLY,011,02,1,692125426
SNYDER,HERBERT,001,00,0,302737963
FIGUEROA,MARHTA,022,01,0,094361405
ROLLINS,JANAE,050,00,0,103898141
DOUGLAS,NOVA,046,01,1,149203708
NEWMAN,GLYNIS,027,00,0,016418099
STOKES,SAMUEL,040,03,1,011033387
ELLIS,DANIELLE,063,02,0,145676478
